# This file contains the GENOTYPE regression coefficients associated with each gene ,,,,,,,,,,,,,
,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
6342,W03H9.4b,0.134156538,0.447181411,-0.745790289,0.497887125,5.933057149,0.287822334,0.344111075,-0.237078537,0.027726309,0.027726309,WBGene00012230,cacn-1
6343,Y110A2AL.14,0.134152963,0.447181411,0.128030567,0.085471997,7.395677668,0.006060807,0.000597786,0.002085049,0.010360408,0.010360408,WBGene00005020,sqv-2
6344,C41D11.1c.1,0.134198921,0.447252172,1.265760585,0.845109582,4.051452741,0.432117274,0.973809831,-0.70463361,0.097505478,0.097505478,WBGene00016561,eri-6
6345,D2023.7,0.134253164,0.447362433,1.11255278,0.742920926,4.636326164,1.249995223,0.019063783,0.80883347,0.065488442,0.80883347,WBGene00000731,col-158
6346,ZC376.5.2,0.134288681,0.447410272,1.924485575,1.285216355,3.787984826,2.223498807,2.360635352,-0.193825906,0.117036268,0.117036268,WBGene00006613,trm-1
6347,C18C4.9,0.134426489,0.447583794,0.768988057,0.513729899,2.603230855,0.42711955,0.105457812,0.146891691,0.290419803,0.290419803,WBGene00015969,glb-6
6348,F22D6.2.2,0.134445325,0.447583794,-1.555087134,1.038941213,3.346680968,2.274056767,1.457464579,-0.111116925,0.161633687,0.161633687,WBGene00009050,F22D6.2
6349,R02D3.5,0.13444661,0.447583794,-0.117448505,0.078466661,7.760297986,0.013538673,0.000447129,0.001782943,0.008788397,0.008788397,WBGene00019823,fnta-1
6350,T01D1.2e.1,0.134407248,0.447583794,-1.326207901,0.885942239,3.094478386,2.395629408,0.980509341,0.183386348,0.196831136,0.196831136,WBGene00001340,etr-1
6351,ZK669.2,0.134446518,0.447583794,-0.451595128,0.301707999,4.326089705,0.174071546,0.013184648,0.123356927,0.080644664,0.123356927,WBGene00014052,ZK669.2
6352,F44A2.3,0.134484396,0.447639103,-0.66689031,0.445588738,5.177962595,0.810991998,0.007986659,0.289837326,0.04689882,0.289837326,WBGene00018403,F44A2.3
6353,Y48C3A.17b,0.134547097,0.447777314,-1.944319032,1.299323239,4.165382324,2.538939678,0.736164936,1.796196385,0.090153576,1.796196385,WBGene00001162,efl-2
6354,F56D1.2,0.134593297,0.447828481,0.11724971,0.07836334,7.760939308,0.017789035,0.000425086,0.003377116,0.008786133,0.008786133,WBGene00018960,F56D1.2
6355,Y34F4.2b,0.134604834,0.447828481,2.432346501,1.625696448,1.245449473,4.266230876,0.985932241,2.978401169,0.871873377,2.978401169,WBGene00021337,Y34F4.2
6356,C24A3.2b.2,0.13466002,0.4479416,1.108321128,0.740868465,3.963470587,0.678086078,0.719733054,-0.030355919,0.103596071,0.103596071,WBGene00016033,C24A3.2
6357,F21C10.13,0.134715348,0.448055151,1.127735072,0.753952894,1.603203604,0.988960703,0.200137145,0.558433279,0.652530305,0.652530305,WBGene00195086,F21C10.13
6358,K08D8.5,0.134748495,0.448094907,-0.537442047,0.359340099,5.068663929,0.323170493,0.007207848,0.186480112,0.050158556,0.186480112,WBGene00010659,K08D8.5
6359,B0513.1c,0.134820383,0.448263464,0.244269314,0.163351455,7.274936229,0.047011631,0.005601663,0.034423883,0.01101985,0.034423883,WBGene00001562,lin-66
6360,K09E9.1.1,0.134869781,0.448286713,-2.348762598,1.570898823,3.638769572,4.929115164,2.569668564,1.131916104,0.130116831,1.131916104,WBGene00010724,K09E9.1
6361,T21B6.3,0.134867357,0.448286713,0.496848893,0.332300289,4.86763147,0.719520907,0.011994937,0.153640287,0.056697404,0.153640287,WBGene00011880,T21B6.3
6362,T24B8.3c.5,0.134892025,0.448290174,0.350635831,0.234525542,6.464312656,0.230816702,0.00782079,0.074682555,0.018819039,0.074682555,WBGene00011977,T24B8.3
6363,F48E3.2,0.134976353,0.448499926,-0.469732685,0.314252321,3.740196928,0.066298101,0.027089534,0.018092167,0.121042248,0.121042248,WBGene00018603,F48E3.2
6364,F32B5.6c,0.135024843,0.44859055,0.312044205,0.208784279,5.843746917,0.164126568,0.035732803,0.017395551,0.02965351,0.02965351,WBGene00017979,F32B5.6
6365,C34E11.4,0.135064522,0.448651875,-0.580078582,0.388161673,3.521765862,0.270698271,0.03034597,0.195658257,0.141681912,0.195658257,WBGene00007937,C34E11.4
6366,R07B1.8,0.135199116,0.449028418,1.353976083,0.906330358,1.009807922,1.189856752,0.178383332,0.884742969,1.053768744,1.053768744,WBGene00001608,R07B1.8
6367,EGAP2.3.1,0.13526958,0.449122258,-0.525624194,0.351908077,5.584266294,1.297729109,0.007837178,0.177921764,0.035863144,0.177921764,WBGene00004020,pho-1
6368,Y34D9A.7b,0.135282785,0.449122258,-0.407444556,0.272795429,5.912377249,0.176878124,0.083463912,0.013432324,0.028162107,0.028162107,WBGene00021332,Y34D9A.7
6369,Y57G11C.40,0.135291097,0.449122258,-0.40476213,0.271005237,4.159259549,0.14327841,0.019631017,0.037104162,0.09053474,0.09053474,WBGene00013329,Y57G11C.40
6370,C43E11.8,0.135486158,0.449349739,-0.117611803,0.078785358,7.734041056,0.007055495,0.000428193,0.003504039,0.008882506,0.008882506,WBGene00016606,exoc-7
6371,F13B10.2d.2,0.135487139,0.449349739,-0.171043767,0.114578452,9.060065138,0.030327927,0.00068288,0.019009453,0.006955827,0.019009453,WBGene00004414,rpl-3
6372,M163.2,0.135438914,0.449349739,-0.676913313,0.453393372,2.904146727,0.512772051,0.079681031,0.078497523,0.228667294,0.228667294,WBGene00010936,ztf-14
6373,T22E5.2,0.13541042,0.449349739,-0.339705358,0.227516471,4.605500137,0.050663905,0.010849568,0.020647305,0.066796049,0.066796049,WBGene00001622,glt-4
6374,Y4C6A.2d,0.135444234,0.449349739,2.326262223,1.558140771,1.464016371,3.685393008,1.817223528,1.824480466,0.730574738,1.824480466,WBGene00021152,mgl-3
6375,Y92C3B.2b.1,0.135473517,0.449349739,-1.961000919,1.313585543,4.492488406,4.115254347,1.269690633,1.318569834,0.071930474,1.318569834,WBGene00006697,uaf-1
6376,K12C11.4d,0.135559272,0.449518458,1.480064268,0.991645416,2.919346795,1.720213926,0.604087428,0.87095352,0.225937887,0.87095352,WBGene00003400,dapk-1
6377,C15F1.3a,0.1355806,0.449518679,0.237282726,0.158988477,7.154685803,0.040283969,0.004629301,0.033286703,0.011805124,0.033286703,WBGene00006605,tra-2
6378,C53C7.5a,0.135657962,0.449704654,-0.410052708,0.274805317,4.925025895,0.080676092,0.058531824,-0.017043578,0.054745119,0.054745119,WBGene00014294,C53C7.5
6379,F23B2.6,0.135696367,0.449761451,0.10769096,0.072178415,9.194966969,0.012405116,0.000123006,0.00769158,0.007021767,0.00769158,WBGene00000121,aly-2
6380,C01H6.5a,0.135724911,0.449785547,1.883443756,1.262444923,0.742195931,2.29141587,1.086312064,1.009817294,1.304338711,1.304338711,WBGene00003622,nhr-23
6381,C53B4.4b,0.135779518,0.449895995,0.19349686,0.129716233,7.680656851,0.024196153,0.007342736,0.017896716,0.009082672,0.017896716,WBGene00008274,C53B4.4
6382,F53F4.16,0.135824072,0.449973104,-0.183673793,0.123145077,6.31730211,0.016346296,0.001909092,0.006252876,0.020837973,0.020837973,WBGene00023419,F53F4.16
6383,T27E7.10,0.1358561,0.450008697,-0.569886594,0.382114791,3.233567566,0.183939344,0.042511398,0.054546614,0.176506172,0.176506172,WBGene00044268,T27E7.10
6384,F33H1.2,0.135898206,0.450077659,0.103494023,0.069401268,9.057540215,0.037433036,0.00026978,0.005968013,0.006955024,0.006955024,WBGene00001686,gpd-4
6385,K01A12.4,0.135929079,0.4501094,-0.415200873,0.27844835,4.588245789,0.127426894,0.01365116,0.102649065,0.067544381,0.102649065,WBGene00044578,K01A12.4
6386,B0395.1,0.13599992,0.450132484,0.519671088,0.348572836,4.061908856,0.187527594,0.01819771,0.164056822,0.096806786,0.164056822,WBGene00003729,nhx-1
6387,Y38H6C.1b.8,0.13599332,0.450132484,2.117893022,1.42056687,1.630536305,6.044345724,0.577884029,2.44913132,0.638197819,2.44913132,WBGene00012615,dct-16
6388,Y53C10A.4,0.135957991,0.450132484,0.314037343,0.210620075,4.845317876,0.107969274,0.009063442,0.00720262,0.057477782,0.057477782,WBGene00013135,rga-2
6389,F44E2.9,0.136048689,0.450223419,-0.201837949,0.13540101,6.062881447,0.027279562,0.002360852,0.016184531,0.025139299,0.025139299,WBGene00018422,F44E2.9
6390,H21P03.3a,0.136072804,0.450232754,-1.480894667,0.993504857,3.446765397,1.02000504,1.330773252,-0.361287443,0.1498046,0.1498046,WBGene00004892,sms-1
6391,B0280.1a,0.136125548,0.450336794,-0.116265096,0.078010609,7.794455446,0.00763842,0.000458281,0.006435089,0.008670202,0.008670202,WBGene00015099,ggtb-1
6392,M01G12.14,0.136284112,0.450790828,-0.590369425,0.396281645,3.164483116,0.327342566,0.049244642,0.182816532,0.18631407,0.18631407,WBGene00010825,M01G12.14
6393,B0336.10.2,0.136481949,0.450830337,-0.119691326,0.080382586,10.32603236,0.033992137,3.61E-05,0.008483041,0.009655937,0.009655937,WBGene00004435,rpl-23
6394,CD4.2,0.136477082,0.450830337,-0.157171803,0.105552505,6.748332796,0.047713614,0.001244733,0.001611764,0.015467264,0.015467264,WBGene00000795,crn-2
6395,D1022.1b.2,0.136439708,0.450830337,2.443541113,1.640862381,3.296130468,3.875055336,0.940510115,3.098133917,0.168086192,3.098133917,WBGene00006703,ubc-6
6396,F13B10.1b,0.136429296,0.450830337,-0.514805786,0.345688071,6.038661686,0.394116596,0.010155549,0.169094814,0.025602148,0.169094814,WBGene00006575,tir-1
6397,F36D4.4,0.136326836,0.450830337,1.174641878,0.788556705,1.468448263,0.797631619,0.204778364,0.351794632,0.727954152,0.727954152,WBGene00018089,F36D4.4
6398,F46A8.11,0.136400894,0.450830337,0.945875548,0.63510204,2.49500348,0.645313747,0.122797882,0.482234019,0.316699947,0.482234019,WBGene00014761,F46A8.11
6399,F48G7.10,0.136425408,0.450830337,-0.935867874,0.628421747,2.136887423,0.57088287,0.169521626,0.167507468,0.422849211,0.422849211,WBGene00018621,F48G7.10
6400,F54F2.2c,0.136487962,0.450830337,-0.663360636,0.445508153,6.899508818,0.431046433,0.226275211,0.07144106,0.013930295,0.07144106,WBGene00006975,zfp-1
6401,Y37D8A.9b,0.136382602,0.450830337,0.12049536,0.080902057,8.298137969,0.016848435,0.002381123,0.003193701,0.007436591,0.007436591,WBGene00003406,mrg-1
6402,C36B1.13,0.136571202,0.451027234,-0.968267628,0.650419508,2.750221232,0.892420807,0.124495872,0.510072432,0.2583276,0.510072432,WBGene00044120,C36B1.13
6403,C47A4.2a,0.136734247,0.451027234,-0.726334853,0.488107554,4.458852004,0.666732202,0.283800362,-0.200322927,0.073573114,0.073573114,WBGene00008123,ent-6
6404,C49A1.10,0.136744955,0.451027234,-0.276083414,0.185537121,5.187083854,0.058611823,0.005001892,0.012327101,0.046634143,0.046634143,WBGene00008191,C49A1.10
6405,F14F9.3,0.136599058,0.451027234,0.906808378,0.609178426,2.681007466,3.235630699,0.143355434,0.413292098,0.272949986,0.413292098,WBGene00017466,F14F9.3
6406,F25B4.1.2,0.13673731,0.451027234,-0.444457165,0.298683992,6.638610066,0.222236121,0.117119815,-0.080811747,0.016698375,0.016698375,WBGene00017765,gcst-1
6407,F46F2.3,0.136675888,0.451027234,0.835485355,0.561374771,6.888856101,2.574471835,0.002448494,0.470263957,0.014032117,0.470263957,WBGene00009787,F46F2.3
6408,H12D21.13,0.136760895,0.451027234,1.23946354,0.832994038,1.792077293,0.960009396,0.481180824,0.542767339,0.559637778,0.559637778,WBGene00044272,nspa-4
6409,W03D8.6c,0.136758214,0.451027234,-0.514294325,0.345634354,5.479072865,0.235881058,0.100206733,0.078987927,0.038593712,0.078987927,WBGene00002174,itx-1
6410,ZK377.2b,0.136749184,0.451027234,0.339276334,0.228007295,7.097188874,0.090556277,0.029663297,0.048317693,0.012230188,0.048317693,WBGene00004729,sax-3
6411,ZK909.2a,0.136693133,0.451027234,-0.254024712,0.170690404,5.701666525,0.089566438,0.010753097,0.001900754,0.032949724,0.032949724,WBGene00002189,kin-1
6412,C33H5.17,0.136816519,0.451062661,-0.144097875,0.096856164,6.991356755,0.025413317,0.000976594,0.011074726,0.013095081,0.013095081,WBGene00016383,zgpa-1
6413,Y39G10AR.32b,0.136835639,0.451062661,0.255323949,0.17162573,5.506037564,0.096164074,0.006298623,0.023216651,0.037884464,0.037884464,WBGene00219275,Y39G10AR.32
6414,Y46E12A.4,0.136801445,0.451062661,0.693356665,0.466025526,3.723001518,0.37963488,0.026688689,0.299080997,0.122524262,0.299080997,WBGene00044798,tbx-43
6415,C45G9.5,0.13689084,0.451149252,-0.117740049,0.079154594,7.703982976,0.018942403,0.00040443,0.008986003,0.008993744,0.008993744,WBGene00016676,C45G9.5
6416,F52B11.5,0.136904583,0.451149252,0.503760974,0.338681629,3.677115565,0.264979929,0.028492298,0.14356557,0.12658974,0.14356557,WBGene00009927,F52B11.5
6417,ZK1236.8,0.137132081,0.451828515,0.749697295,0.504318187,2.602296949,0.370428067,0.090868709,0.047159925,0.290636542,0.290636542,WBGene00023223,ZK1236.8
6418,F43D9.2,0.137236168,0.452085055,-0.126523896,0.085134636,7.413097709,0.029890263,0.000600073,0.006297793,0.010271786,0.010271786,WBGene00004283,rab-33
6419,T01C3.4,0.137260432,0.452085055,-0.874549604,0.588497995,3.436986264,0.530345018,0.039813427,0.479681407,0.150908544,0.479681407,WBGene00011321,fil-1
6420,Y52E8A.3,0.137274089,0.452085055,0.880319262,0.592401071,2.293617781,0.224349158,0.153963253,0.008953914,0.372445289,0.372445289,WBGene00021796,Y52E8A.3
6421,T07C12.9,0.137297197,0.452090739,0.372053693,0.250384121,6.101018392,0.445336902,0.002430676,0.091607636,0.02442915,0.091607636,WBGene00011573,anmt-3
6422,VC5.3c,0.137372487,0.452268216,3.030655117,2.039956254,1.783508254,6.800379941,1.253669491,4.988462783,0.563552413,4.988462783,WBGene00003786,npa-1
6423,C03G6.15,0.137449002,0.452361553,-0.423845048,0.28534874,7.417708253,1.584688851,0.001133369,0.121002486,0.010248568,0.121002486,WBGene00015400,cyp-35A2
6424,F23B2.5b,0.137465023,0.452361553,0.608729875,0.409836991,4.594503358,0.279505537,0.184677948,-0.041784239,0.06727159,0.06727159,WBGene00001444,flp-1
6425,K09A9.3,0.137448004,0.452361553,-0.269376878,0.181354385,7.379409596,0.067301489,0.000684103,0.048650016,0.010444453,0.048650016,WBGene00010701,ent-2
6426,C53A5.6b,0.13769977,0.452858786,0.223126689,0.150313225,8.113428983,0.034188452,0.001418478,0.032472621,0.007788035,0.032472621,WBGene00008266,C53A5.6
6427,Y20F4.8,0.137723218,0.452858786,0.690386006,0.465118406,2.831998412,0.177709651,0.082402632,-0.00511324,0.242100065,0.242100065,WBGene00044435,Y20F4.8
6428,Y37D8A.25,0.137712827,0.452858786,0.156385432,0.105355297,6.756248866,0.025850709,0.001267576,0.008144183,0.015382031,0.015382031,WBGene00012560,Y37D8A.25
6429,Y42A5A.5,0.137646219,0.452858786,0.309261442,0.20831107,4.856612105,0.042788,0.00800903,0.012792741,0.057081223,0.057081223,WBGene00012780,Y42A5A.5
6430,Y43F8B.12,0.137685945,0.452858786,-0.794683737,0.535333895,2.486692608,0.580102484,0.111055215,0.085600441,0.318818354,0.318818354,WBGene00012822,Y43F8B.12
6431,C09E10.2c,0.137866128,0.4530005,1.960149342,1.321047279,1.195971856,2.839264707,1.710387924,-0.056129841,0.907360947,0.907360947,WBGene00000958,dgk-1
6432,C10C6.1b,0.138009521,0.4530005,0.216329993,0.145849201,7.894183208,0.072295593,0.005056455,0.026851529,0.008352023,0.026851529,WBGene00002192,kin-4
6433,C25F9.5.2,0.138056434,0.4530005,1.695903721,1.143510685,3.791625996,2.468858296,1.844687418,-0.227088151,0.116737612,0.116737612,WBGene00007725,C25F9.5
6434,F08B4.2a,0.137930153,0.4530005,1.111319058,0.749097884,3.959654017,1.145445074,0.737852197,-0.194440411,0.103869264,0.103869264,WBGene00000397,cdh-5
6435,F16F9.4,0.13799169,0.4530005,-0.307106108,0.207040884,4.888577474,0.254471695,0.008322886,0.011431997,0.055976006,0.055976006,WBGene00017515,F16F9.4
6436,F16H9.1b,0.137952205,0.4530005,-1.550152259,1.044957151,1.856828221,1.681562874,1.106980983,0.410743338,0.530922189,0.530922189,WBGene00004345,rgs-2
6437,F43B10.1,0.138056767,0.4530005,1.26453581,0.852649484,1.302584893,0.860880002,0.257953838,0.223388269,0.832562875,0.832562875,WBGene00018373,F43B10.1
6438,F56F11.3.1,0.138045679,0.4530005,-0.702513283,0.473676369,4.908941844,0.239604044,0.281269387,-0.05564489,0.055284567,0.055284567,WBGene00018990,klf-1
6439,K09A9.4,0.138066274,0.4530005,0.149477413,0.100791858,6.892949951,0.013655359,0.001245631,0.008114212,0.013992867,0.013992867,WBGene00010702,usp-33
6440,R09B5.4,0.137952452,0.4530005,-0.670608294,0.452057123,4.177168454,0.51399694,0.019038421,0.287495043,0.089424038,0.287495043,WBGene00019977,fpn-1.2
6441,Y116F11B.1,0.137934924,0.4530005,0.908813331,0.612603902,2.249493493,1.019305571,0.176949958,0.245298084,0.385975352,0.385975352,WBGene00000920,daf-28
6442,Y76B12C.7a.2,0.138042898,0.4530005,0.745201035,0.502455451,5.500791696,0.455655726,0.16864566,0.210046561,0.038021981,0.210046561,WBGene00022301,cpsf-1
6443,ZC373.1b,0.13804494,0.4530005,-2.259648283,1.523586828,2.89497021,4.034661719,1.403209569,2.078765667,0.230331715,2.078765667,WBGene00013866,cbs-1
6444,ZC513.8,0.137951804,0.4530005,-0.693937948,0.467782877,4.284761452,0.350222006,0.015854669,0.312376561,0.083004242,0.312376561,WBGene00000620,col-43
6445,C18A3.5a,0.13819309,0.453346238,-0.12865637,0.086780257,8.76141472,0.01539844,0.003469699,0.00782652,0.006969545,0.00782652,WBGene00015943,tiar-1
6446,T25F10.3.2,0.138278566,0.453556272,2.985554388,2.014228761,2.475631064,5.700325379,2.471125358,3.614550892,0.321660932,3.614550892,WBGene00020806,T25F10.3
6447,R151.1,0.138311582,0.453594197,0.440895959,0.297478985,3.891771049,0.187746962,0.023877368,0.001639025,0.108863252,0.108863252,WBGene00020106,R151.1
6448,K11H12.9d,0.138391096,0.453784575,0.480681102,0.324388007,3.669809126,0.132093072,0.03058891,0.025932439,0.127252459,0.127252459,WBGene00019665,K11H12.9
6449,F20B6.3,0.13844539,0.453892214,0.261261378,0.176336712,5.364926251,0.056788626,0.004989658,0.041123068,0.041652296,0.041652296,WBGene00003412,mrp-6
6450,Y39A1A.27,0.13862109,0.454397783,1.03982442,0.702135494,1.874734587,1.287785841,0.216246673,0.135457075,0.523244706,0.523244706,WBGene00194731,Y39A1A.27
6451,F44G3.14,0.138660577,0.454456763,0.506601455,0.342113961,3.577733733,0.47963229,0.039571172,-0.001456878,0.135991771,0.135991771,WBGene00044661,fbxa-143
6452,C13G3.3c,0.138742104,0.454653488,0.449564265,0.303658777,5.366668774,0.172074541,0.096708065,0.012873304,0.041604915,0.041604915,WBGene00007554,pptr-2
6453,K02E7.9,0.138919164,0.455092637,0.403322721,0.272547033,4.103786474,0.100932595,0.017364387,0.08354838,0.09405844,0.09405844,WBGene00019313,btb-10
6454,Y39E4B.10,0.138897648,0.455092637,0.224185716,0.151486193,7.151033381,0.034132687,0.000922001,0.033500099,0.011831177,0.033500099,WBGene00012719,Y39E4B.10
6455,Y43C5A.7,0.13896639,0.455176822,0.832724434,0.562784329,4.098108383,0.555602386,0.023189669,0.451899632,0.094426501,0.451899632,WBGene00044922,Y43C5A.7
6456,F37D6.3,0.139014766,0.455264747,1.027973188,0.694825341,1.881307391,0.443572888,0.203718792,-0.087937065,0.520454589,0.520454589,WBGene00009509,F37D6.3
6457,Y73F8A.26a,0.1391165,0.455527358,0.353962585,0.239311197,5.356272377,0.102352019,0.044016816,0.028356925,0.041887957,0.041887957,WBGene00013531,Y73F8A.26
6458,C09F5.3,0.139252366,0.45568161,1.005597475,0.680109886,1.935686926,0.362764081,0.195887388,0.113296939,0.497936798,0.497936798,WBGene00015649,C09F5.3
6459,C18E9.1,0.139201739,0.45568161,-0.298992858,0.202190208,4.939330853,0.097920456,0.007051209,0.021053365,0.054270112,0.054270112,WBGene00000286,cal-2
6460,F35C12.3a.1,0.139271369,0.45568161,1.582751344,1.070504448,1.88567908,1.664495843,1.200362555,0.071917165,0.518607106,0.518607106,WBGene00009408,F35C12.3
6461,T09A5.10.2,0.13924668,0.45568161,0.267791089,0.181110984,7.061486879,0.049000421,0.036350149,0.012851634,0.012510091,0.012851634,WBGene00002994,lin-5
6462,Y71G12B.32,0.139256961,0.45568161,-1.047370081,0.708369942,1.730733888,0.856824808,0.164411893,0.318334122,0.588270069,0.588270069,WBGene00044349,Y71G12B.32
6463,C24H12.7,0.139308915,0.455733931,0.957242086,0.647498553,2.691738965,1.001198813,0.140943042,0.487938522,0.27062727,0.487938522,WBGene00016076,C24H12.7
6464,C28G1.5b,0.139330689,0.455734648,-0.462087509,0.312582857,5.322160727,0.250052531,0.005377482,0.141184582,0.042822832,0.141184582,WBGene00016190,C28G1.5
6465,F53A2.9,0.139416769,0.455804662,-0.285071754,0.192881078,5.095958756,0.106174931,0.006476502,0.018429027,0.049328163,0.049328163,WBGene00009953,F53A2.9
6466,F54C9.6a.2,0.139411733,0.455804662,-0.150209903,0.101631532,7.098693813,0.009170608,0.003274795,0.002974008,0.012218657,0.012218657,WBGene00010042,bcs-1
6467,F54C9.6b.3,0.139411733,0.455804662,-0.150209903,0.101631532,7.098693813,0.009170608,0.003274795,0.002974008,0.012218657,0.012218657,WBGene00010042,bcs-1
6468,Y102A5C.18,0.139477464,0.455932595,0.106836685,0.072297364,8.216409063,0.006580499,0.000260801,0.001928723,0.007579562,0.007579562,WBGene00001161,efl-1
6469,M02A10.2b,0.13950433,0.455949923,-1.659893167,1.123341187,1.998412127,2.753632161,0.825487898,1.067355236,0.473179282,1.067355236,WBGene00002150,irk-2
6470,R13H4.4c,0.139609117,0.456151377,0.182867315,0.12378916,6.428319941,0.013279018,0.003703394,0.000476379,0.01928224,0.01928224,WBGene00001978,hmp-1
6471,ZK287.2a,0.13959411,0.456151377,1.321677319,0.89465481,4.723484341,1.515279507,0.646271943,0.554338902,0.061979364,0.554338902,WBGene00013963,sulp-8
6472,C04E12.7,0.139703774,0.456169403,0.58649768,0.397115341,3.144350628,0.147844613,0.047273447,0.074287675,0.189277444,0.189277444,WBGene00015437,scrm-3
6473,C39F7.5,0.139652744,0.456169403,0.206657917,0.139909253,6.011706008,0.277540677,0.003233865,0.025239444,0.026128034,0.026128034,WBGene00016540,C39F7.5
6474,F19C7.3,0.13970993,0.456169403,0.525427409,0.355770426,3.446049533,0.126774451,0.039973846,0.041220174,0.149885048,0.149885048,WBGene00017593,F19C7.3
6475,H02I12.1,0.139722511,0.456169403,0.157735698,0.106807293,11.32133047,0.037785728,1.10E-05,0.010836903,0.01710073,0.01710073,WBGene00010351,cbd-1
6476,T09B4.4,0.139713108,0.456169403,-0.510184887,0.345452384,4.198338183,0.175982526,0.015168563,0.163837462,0.088127261,0.163837462,WBGene00020378,T09B4.4
6477,AC7.2d,0.139950038,0.456204209,-2.465835597,1.670646235,1.645917202,4.188784889,1.641427717,2.545160546,0.630269653,2.545160546,WBGene00004929,soc-2
6478,C03H5.6,0.140013865,0.456204209,1.15478453,0.782512503,1.767685197,1.293889879,0.195260175,0.723228551,0.570852816,0.723228551,WBGene00015408,C03H5.6
6479,C14F11.1a.1,0.139913311,0.456204209,-0.281194311,0.190496348,8.212799585,0.13764332,0.008022247,0.04641104,0.007586327,0.04641104,WBGene00015778,got-2.2
6480,C35C5.3a,0.139804703,0.456204209,-0.299519814,0.202855417,6.31600757,0.107571799,0.040868223,0.011098769,0.020857258,0.020857258,WBGene00007955,C35C5.3
6481,C53D5.2,0.139953006,0.456204209,-0.424705677,0.287747591,3.985130253,0.177475937,0.022137745,0.093967632,0.102060269,0.102060269,WBGene00016903,4-Mar
6482,D2096.7c,0.140055992,0.456204209,0.40260805,0.272846849,5.983731266,0.098989277,0.084982413,-0.010503648,0.026685691,0.026685691,WBGene00017074,D2096.7
6483,F25H5.10,0.13989238,0.456204209,0.490862057,0.332519134,3.591243669,0.159580706,0.031190818,-0.00221686,0.134662644,0.134662644,WBGene00077773,F25H5.10
6484,F37C12.1,0.140033251,0.456204209,0.108496183,0.073523476,8.110839831,0.042655352,0.000314856,0.004139493,0.007793697,0.007793697,WBGene00018149,F37C12.1
6485,H05G16.1,0.140078405,0.456204209,0.393338321,0.266579842,4.166207862,0.122617982,0.01649492,0.015076648,0.090102298,0.090102298,WBGene00001490,frm-3
6486,K02F6.3,0.140049593,0.456204209,-0.718293512,0.486778537,2.772770399,0.638847387,0.101687422,0.094631489,0.253742594,0.253742594,WBGene00019337,K02F6.3
6487,K05C4.11,0.140048925,0.456204209,0.444320332,0.301109829,3.843887207,0.09458483,0.023451985,0.029203351,0.112548708,0.112548708,WBGene00010587,sol-2
6488,T23B5.4b,0.140019489,0.456204209,1.667977329,1.130281538,1.615024894,2.24227733,0.305120451,1.611184083,0.646292994,1.611184083,WBGene00011941,T23B5.4
6489,T24E12.5,0.140063059,0.456204209,0.826804388,0.560334038,4.420225237,0.737847986,0.021968662,0.448992689,0.075531308,0.448992689,WBGene00020774,T24E12.5
6490,W03G1.7b,0.140045354,0.456204209,-2.740469475,1.857162055,2.62076293,6.862875338,2.175462138,2.998114208,0.286382218,2.998114208,WBGene00000213,asm-3
6491,ZC504.2,0.139991403,0.456204209,0.936177528,0.634342669,2.215689443,0.559856128,0.206902183,0.007943595,0.39668375,0.39668375,WBGene00000047,acr-8
6492,ZK262.3,0.139968885,0.456204209,1.051623282,0.712526838,1.783346677,0.829330518,0.197915255,0.25913727,0.563626489,0.563626489,WBGene00013950,ZK262.3
6493,F49D11.1,0.140184214,0.456402977,0.106526538,0.072216222,8.231670036,0.006292461,0.000271389,0.001876708,0.007551385,0.007551385,WBGene00018625,prp-17
6494,R07C12.2.1,0.140225783,0.456402977,-0.496224307,0.336434491,5.281274149,0.325818052,0.006847254,0.162934997,0.043956859,0.162934997,WBGene00019932,R07C12.2
6495,Y37E11AR.4,0.140176009,0.456402977,-0.452195964,0.30654529,4.929751432,0.155111269,0.009190263,0.13176476,0.054587714,0.13176476,WBGene00021371,nape-1
6496,Y71H2AM.15b,0.140206278,0.456402977,1.880014212,1.274565768,1.070507996,3.552958602,1.433074125,0.664396678,1.003702719,1.003702719,WBGene00022180,Y71H2AM.15
6497,C55B7.1,0.140273132,0.456486815,0.137710793,0.093377514,9.286381722,0.022131122,9.03E-05,0.012988717,0.007092491,0.012988717,WBGene00001599,glh-2
6498,C10A4.9a,0.140339738,0.456633284,-1.161829595,0.787933723,2.456450067,0.68225178,0.60460622,-0.139300212,0.326653108,0.326653108,WBGene00045456,C10A4.9
6499,Y48G1A.5a,0.140426025,0.456843738,0.208553136,0.14146807,9.082235686,0.029678339,0.000149816,0.029870006,0.006963556,0.029870006,WBGene00002079,xpo-2
6500,F11A1.3d,0.14051,0.456906017,0.763765202,0.518195301,4.286201855,0.410714532,0.260679735,0.142109819,0.082921064,0.142109819,WBGene00000908,daf-12
6501,R06C7.10.1,0.140504947,0.456906017,1.92015227,1.302757987,4.044921147,2.668206903,0.935787296,1.609980264,0.097944532,1.609980264,WBGene00002348,myo-1
6502,R07G3.2,0.140489074,0.456906017,0.418070047,0.283634959,4.050239534,0.43719111,0.023086307,0.065376848,0.097586878,0.097586878,WBGene00019939,lips-17
